ticker,cross_month,ma9,ma24,latest_close
7238.T,2026-05,121.33,120.67,112.0
7810.T,2026-06,169.33,168.83,156.0
4720.T,2026-05,257.4,254.65,228.0
7183.T,2026-05,177.78,172.32,256.0
4572.T,2026-06,330.89,320.46,329.0
2195.T,2026-06,382.01,376.76,331.0
3607.T,2026-05,340.93,339.49,373.0
7883.T,2026-05,358.76,357.17,381.0
9268.T,2026-06,379.15,377.03,384.0
7217.T,2026-05,394.89,387.83,411.0
7868.T,2026-05,489.6,488.21,495.0
2139.T,2026-05,455.46,448.03,498.0
3628.T,2026-05,529.0,524.04,512.0
3986.T,2026-05,487.3,485.8,519.0
3976.T,2026-06,415.89,415.38,570.0
7213.T,2026-06,472.14,463.24,586.0
6218.T,2026-05,540.67,529.41,592.0
5932.T,2026-05,633.74,632.1,626.0
7774.T,2026-05,573.44,562.67,632.0
7561.T,2026-05,657.01,653.44,638.0
6771.T,2026-05,653.41,643.57,648.0
8104.T,2026-06,596.58,585.65,656.0
6035.T,2026-06,752.69,749.74,703.0
1685.T,2026-06,549.78,541.41,712.5
4712.T,2026-05,742.85,738.09,812.0
7427.T,2026-05,892.28,886.85,833.0
9330.T,2026-06,834.78,834.5,845.0
3907.T,2026-05,831.41,829.68,849.0
1579.T,2026-05,537.29,381.22,894.0
7600.T,2026-06,588.07,581.63,918.0
7065.T,2026-05,881.11,880.13,933.0
4351.T,2026-05,889.19,879.54,960.0
1687.T,2026-06,918.33,914.48,982.0
9846.T,2026-06,964.79,960.82,987.0
1568.T,2026-05,776.12,592.07,990.6
7067.T,2026-06,998.95,998.46,998.0
9213.T,2026-05,906.37,895.84,1059.0
9903.T,2026-05,873.62,873.43,1069.0
7951.T,2026-06,1100.14,1080.61,1115.0
3172.T,2026-05,1142.18,1136.19,1145.0
5250.T,2026-05,1112.89,1108.19,1150.0
7069.T,2026-06,875.89,875.12,1178.0
7343.T,2026-06,1206.98,1202.03,1181.0
6966.T,2026-06,817.0,809.48,1200.0
5142.T,2026-05,1344.5,1341.34,1207.0
6062.T,2026-06,1294.46,1267.63,1330.0
7508.T,2026-06,1346.07,1343.08,1363.0
7726.T,2026-06,1088.77,1056.82,1575.0
5218.T,2026-05,1174.37,1174.37,1630.0
2937.T,2026-06,1673.62,1672.03,1687.0
7730.T,2026-05,1526.2,1511.61,1712.0
5423.T,2026-06,1567.3,1565.65,1761.0
4425.T,2026-05,1600.0,1474.96,1863.0
8088.T,2026-05,1804.28,1751.23,1877.0
2154.T,2026-06,1811.63,1804.24,1885.0
4100.T,2026-06,1465.78,1400.83,1889.0
5461.T,2026-06,2159.58,2141.98,1997.0
2175.T,2026-06,1635.53,1595.67,2021.0
2871.T,2026-06,1917.24,1903.0,2047.0
4538.T,2026-06,2210.07,2208.53,2082.0
2790.T,2026-05,2098.03,2065.3,2099.0
7480.T,2026-05,1688.42,1684.13,2215.0
1407.T,2026-05,1882.72,1838.41,2216.0
5257.T,2026-05,2578.35,2574.59,2486.0
7976.T,2026-05,2272.13,2252.34,2549.0
4367.T,2026-05,2244.76,2205.27,2666.0
2229.T,2026-06,2921.96,2918.75,2797.5
6965.T,2026-05,1870.59,1777.68,2797.5
2204.T,2026-05,3081.15,3078.2,3115.0
6363.T,2026-05,2403.52,2346.79,3130.0
1695.T,2026-06,3018.0,2995.46,3136.0
7952.T,2026-05,2702.33,2682.55,3295.0
6918.T,2026-05,2756.99,2700.13,3365.0
9041.T,2026-05,3161.61,3151.52,3406.0
7734.T,2026-06,3360.1,3337.98,3625.0
6141.T,2026-06,2876.6,2874.55,3714.0
7769.T,2026-05,3561.79,3512.7,3735.0
4369.T,2026-06,3208.48,3154.83,3810.0
7701.T,2026-05,3976.81,3975.47,3828.0
4523.T,2026-05,4619.85,4598.01,3902.0
2760.T,2026-05,3296.63,3161.13,4130.0
4928.T,2026-06,4498.33,4476.75,4250.0
7433.T,2026-06,4124.89,4031.96,4530.0
6266.T,2026-05,2522.15,2501.54,4635.0
4967.T,2026-05,5520.9,5494.62,5300.0
6645.T,2026-06,4812.94,4698.76,6134.0
9285.T,2026-05,50087.52,49660.67,48900.0
6273.T,2026-05,60473.15,58743.54,72840.0
6861.T,2026-06,63563.09,62280.41,77700.0
2033.T,2026-06,29521.11,20937.5,150600.0
